name,year,fg3,fg3a,fg3_pct
Aaron Brooks,9,48.0,128.0,0.375
Aaron Brooks,10,11.0,31.0,0.355
Armoni Brooks,0,60.0,157.0,0.382
Armoni Brooks,1,74.0,249.0,0.297
Dillon Brooks,0,94.0,264.0,0.356
Dillon Brooks,1,15.0,40.0,0.375
Dillon Brooks,2,147.0,411.0,0.358
Dillon Brooks,3,128.0,372.0,0.344
Dillon Brooks,4,46.0,149.0,0.309
MarShon Brooks,0,47.0,150.0,0.313
MarShon Brooks,1,15.0,55.0,0.273
MarShon Brooks,6,19.0,32.0,0.594
MarShon Brooks,7,15.0,54.0,0.278
Anthony Brown,0,20.0,70.0,0.286
Anthony Brown,1,7.0,27.0,0.259
Bobby Brown,0,45.0,130.0,0.346
Bobby Brown,1,26.0,98.0,0.265
Bobby Brown,8,14.0,35.0,0.4
Bobby Brown,9,11.0,40.0,0.275
Bruce Brown,0,24.0,93.0,0.258
Bruce Brown,1,33.0,96.0,0.344
Bruce Brown,2,17.0,59.0,0.288
Bruce Brown,3,38.0,94.0,0.404
Devin Brown,2,45.0,121.0,0.372
Devin Brown,3,39.0,118.0,0.331
Devin Brown,4,81.0,227.0,0.357
Devin Brown,5,45.0,146.0,0.308
Devin Brown,6,28.0,97.0,0.289
Devin Brown,7,58.0,164.0,0.354
Jaylen Brown,0,46.0,135.0,0.341
Jaylen Brown,1,121.0,306.0,0.395
Jaylen Brown,2,95.0,276.0,0.344
Jaylen Brown,3,129.0,338.0,0.382
Jaylen Brown,4,163.0,411.0,0.397
Jaylen Brown,5,166.0,464.0,0.358
Lorenzo Brown,0,3.0,30.0,0.1
Lorenzo Brown,1,6.0,28.0,0.214
Lorenzo Brown,5,6.0,28.0,0.214
Markel Brown,0,17.0,64.0,0.266
Markel Brown,1,38.0,121.0,0.314
Shannon Brown,1,9.0,30.0,0.3
Shannon Brown,2,14.0,37.0,0.378
Shannon Brown,3,62.0,189.0,0.328
Shannon Brown,4,74.0,212.0,0.349
Shannon Brown,5,68.0,188.0,0.362
Shannon Brown,6,39.0,141.0,0.277
Sterling Brown,0,32.0,91.0,0.352
Sterling Brown,1,53.0,147.0,0.361
Sterling Brown,2,44.0,136.0,0.324
Sterling Brown,3,91.0,215.0,0.423
Sterling Brown,4,28.0,92.0,0.304
Troy Brown Jr.,0,22.0,69.0,0.319
Troy Brown Jr.,1,61.0,179.0,0.341
Troy Brown Jr.,2,22.0,70.0,0.314
Troy Brown Jr.,3,47.0,133.0,0.353
Jalen Brunson,0,63.0,181.0,0.348
Jalen Brunson,1,43.0,120.0,0.358
Jalen Brunson,2,81.0,200.0,0.405
Jalen Brunson,3,94.0,252.0,0.373
Thomas Bryant,1,33.0,99.0,0.333
Thomas Bryant,2,37.0,91.0,0.407
Thomas Bryant,4,12.0,42.0,0.286
Chase Budinger,0,92.0,249.0,0.369
Chase Budinger,1,89.0,274.0,0.325
Chase Budinger,2,88.0,219.0,0.402
Chase Budinger,3,26.0,81.0,0.321
Chase Budinger,4,42.0,120.0,0.35
Chase Budinger,5,52.0,143.0,0.364
Chase Budinger,6,24.0,86.0,0.279
Reggie Bullock,0,22.0,73.0,0.301
Reggie Bullock,1,15.0,46.0,0.326
Reggie Bullock,2,22.0,53.0,0.415
Reggie Bullock,3,28.0,73.0,0.384
Reggie Bullock,4,125.0,281.0,0.445
Reggie Bullock,5,148.0,393.0,0.377
Reggie Bullock,6,37.0,111.0,0.333
Reggie Bullock,7,163.0,398.0,0.41
Reggie Bullock,8,141.0,392.0,0.36
Trey Burke,0,111.0,336.0,0.33
Trey Burke,1,124.0,390.0,0.318
Trey Burke,2,88.0,256.0,0.344
Trey Burke,3,31.0,70.0,0.443
Trey Burke,4,38.0,105.0,0.362
Trey Burke,5,56.0,159.0,0.352
Trey Burke,6,32.0,75.0,0.427
Trey Burke,7,58.0,164.0,0.354
Trey Burke,8,26.0,82.0,0.317
Alec Burks,0,15.0,45.0,0.333
Alec Burks,1,33.0,92.0,0.359
Alec Burks,2,50.0,143.0,0.35
Alec Burks,3,26.0,68.0,0.382
Alec Burks,4,32.0,79.0,0.405
Alec Burks,5,25.0,76.0,0.329
Alec Burks,6,47.0,142.0,0.331
Alec Burks,7,61.0,168.0,0.363
Alec Burks,8,116.0,301.0,0.385
Alec Burks,9,102.0,246.0,0.415
Alec Burks,10,157.0,389.0,0.404
Deonte Burton,0,8.0,27.0,0.296
Deonte Burton,1,10.0,53.0,0.189
Caron Butler,0,34.0,107.0,0.318
Caron Butler,1,10.0,42.0,0.238
Caron Butler,2,38.0,125.0,0.304
Caron Butler,3,41.0,120.0,0.342
Caron Butler,4,18.0,72.0,0.25
Caron Butler,5,66.0,185.0,0.357
Caron Butler,6,65.0,210.0,0.31
Caron Butler,7,42.0,145.0,0.29
Caron Butler,8,28.0,65.0,0.431
Caron Butler,9,92.0,257.0,0.358
Caron Butler,10,128.0,330.0,0.388
Caron Butler,11,98.0,249.0,0.394
Caron Butler,12,83.0,219.0,0.379
Jimmy Butler,1,40.0,105.0,0.381
Jimmy Butler,2,68.0,240.0,0.283
Jimmy Butler,3,73.0,193.0,0.378
Jimmy Butler,4,64.0,205.0,0.312
Jimmy Butler,5,91.0,248.0,0.367
Jimmy Butler,6,70.0,200.0,0.35
Jimmy Butler,7,67.0,193.0,0.347
Jimmy Butler,8,29.0,119.0,0.244
Jimmy Butler,9,25.0,102.0,0.245
Jimmy Butler,10,27.0,116.0,0.233
Rasual Butler,0,50.0,171.0,0.292
Rasual Butler,1,50.0,108.0,0.463
Rasual Butler,2,57.0,153.0,0.373
Rasual Butler,3,92.0,242.0,0.38
Rasual Butler,4,134.0,363.0,0.369
Rasual Butler,5,44.0,133.0,0.331
Rasual Butler,6,140.0,359.0,0.39
Rasual Butler,7,145.0,432.0,0.336
Rasual Butler,8,46.0,136.0,0.338
Rasual Butler,9,21.0,77.0,0.273
Rasual Butler,11,26.0,62.0,0.419
Rasual Butler,12,91.0,235.0,0.387
Rasual Butler,13,15.0,49.0,0.306
Will Bynum,4,12.0,55.0,0.218
Will Bynum,5,16.0,50.0,0.32
Will Bynum,6,7.0,29.0,0.241
Will Bynum,7,24.0,76.0,0.316
Will Bynum,8,20.0,62.0,0.323
Bruno Caboclo,4,48.0,130.0,0.369
Bruno Caboclo,5,6.0,33.0,0.182
Nick Calathes,0,19.0,61.0,0.311
Nick Calathes,1,11.0,43.0,0.256
José Calderón,0,7.0,43.0,0.163
José Calderón,1,25.0,75.0,0.333
José Calderón,2,79.0,184.0,0.429
José Calderón,3,82.0,202.0,0.406
José Calderón,4,68.0,171.0,0.398
José Calderón,5,57.0,156.0,0.365
José Calderón,6,59.0,159.0,0.371
José Calderón,7,130.0,282.0,0.461
José Calderón,8,191.0,425.0,0.449
José Calderón,9,59.0,142.0,0.415
José Calderón,10,84.0,203.0,0.414
José Calderón,11,20.0,64.0,0.313
José Calderón,12,45.0,97.0,0.464
José Calderón,13,14.0,57.0,0.246
Kentavious Caldwell-Pope,0,59.0,185.0,0.319
Kentavious Caldwell-Pope,1,153.0,444.0,0.345
Kentavious Caldwell-Pope,2,114.0,369.0,0.309
Kentavious Caldwell-Pope,3,153.0,437.0,0.35
Kentavious Caldwell-Pope,4,159.0,415.0,0.383
Kentavious Caldwell-Pope,5,151.0,435.0,0.347
Kentavious Caldwell-Pope,6,92.0,239.0,0.385
Kentavious Caldwell-Pope,7,120.0,293.0,0.41
Kentavious Caldwell-Pope,8,159.0,408.0,0.39
Facundo Campazzo,0,76.0,216.0,0.352
Facundo Campazzo,1,58.0,193.0,0.301
Isaiah Canaan,0,18.0,55.0,0.327
Isaiah Canaan,1,91.0,246.0,0.37
Isaiah Canaan,2,176.0,485.0,0.363
Isaiah Canaan,3,25.0,94.0,0.266
Isaiah Canaan,4,22.0,66.0,0.333
Isaiah Canaan,5,34.0,96.0,0.354
Brian Cardinal,3,55.0,124.0,0.444
Brian Cardinal,4,44.0,125.0,0.352
Brian Cardinal,5,13.0,29.0,0.448
Brian Cardinal,6,18.0,44.0,0.409
Brian Cardinal,7,25.0,81.0,0.309
Brian Cardinal,8,30.0,92.0,0.326
Brian Cardinal,10,42.0,87.0,0.483
Brian Cardinal,11,10.0,49.0,0.204
Rodney Carney,0,25.0,72.0,0.347
Rodney Carney,1,38.0,120.0,0.317
Rodney Carney,2,79.0,226.0,0.35
Rodney Carney,3,41.0,135.0,0.304
Rodney Carney,4,17.0,38.0,0.447
DeMarre Carroll,3,20.0,70.0,0.286
DeMarre Carroll,4,97.0,268.0,0.362
DeMarre Carroll,5,120.0,304.0,0.395
DeMarre Carroll,6,46.0,118.0,0.39
DeMarre Carroll,7,109.0,320.0,0.341
DeMarre Carroll,8,145.0,391.0,0.371
DeMarre Carroll,9,106.0,310.0,0.342
DeMarre Carroll,10,8.0,33.0,0.242
Matt Carroll,1,13.0,39.0,0.333
Matt Carroll,2,72.0,185.0,0.389
Matt Carroll,3,111.0,267.0,0.416
Matt Carroll,4,105.0,241.0,0.436
Matt Carroll,5,13.0,53.0,0.245
Matt Carroll,7,17.0,46.0,0.37
Matt Carroll,8,8.0,43.0,0.186
Anthony Carter,1,6.0,40.0,0.15
Anthony Carter,8,45.0,129.0,0.349
Anthony Carter,9,21.0,88.0,0.239
Anthony Carter,10,17.0,63.0,0.27
Anthony Carter,11,12.0,40.0,0.3
Jevon Carter,0,34.0,102.0,0.333
Jevon Carter,1,62.0,146.0,0.425
Jevon Carter,2,56.0,151.0,0.371
Jevon Carter,3,66.0,170.0,0.388
Wendell Carter Jr.,0,6.0,32.0,0.188
Wendell Carter Jr.,1,6.0,29.0,0.207
Wendell Carter Jr.,2,15.0,51.0,0.294
Wendell Carter Jr.,3,70.0,214.0,0.327
Michael Carter-Williams,0,55.0,208.0,0.264
Michael Carter-Williams,1,36.0,153.0,0.235
Michael Carter-Williams,2,15.0,55.0,0.273
Michael Carter-Williams,3,15.0,64.0,0.234
Michael Carter-Williams,4,14.0,59.0,0.237
Michael Carter-Williams,5,10.0,38.0,0.263
Michael Carter-Williams,6,22.0,75.0,0.293
Michael Carter-Williams,7,15.0,61.0,0.246
Alex Caruso,0,13.0,43.0,0.302
Alex Caruso,1,24.0,50.0,0.48
Alex Caruso,2,40.0,120.0,0.333
Alex Caruso,3,55.0,137.0,0.401
Alex Caruso,4,42.0,126.0,0.333
Omri Casspi,0,75.0,203.0,0.369
Omri Casspi,1,92.0,247.0,0.372
Omri Casspi,2,53.0,168.0,0.315
Omri Casspi,3,25.0,76.0,0.329
Omri Casspi,4,61.0,176.0,0.347
Omri Casspi,5,35.0,87.0,0.402
Omri Casspi,6,112.0,274.0,0.409
Omri Casspi,7,15.0,43.0,0.349
Omri Casspi,9,15.0,43.0,0.349
Mario Chalmers,0,114.0,311.0,0.367
Mario Chalmers,1,75.0,236.0,0.318
Mario Chalmers,2,83.0,231.0,0.359
Mario Chalmers,3,101.0,260.0,0.388
Mario Chalmers,4,123.0,301.0,0.409
Mario Chalmers,5,87.0,226.0,0.385
Mario Chalmers,6,73.0,248.0,0.294
Mario Chalmers,7,46.0,149.0,0.309
Mario Chalmers,9,53.0,191.0,0.277
Wilson Chandler,0,9.0,30.0,0.3
Wilson Chandler,1,103.0,314.0,0.328
Wilson Chandler,2,40.0,150.0,0.267
Wilson Chandler,3,112.0,320.0,0.35
Wilson Chandler,5,52.0,126.0,0.413
Wilson Chandler,6,122.0,351.0,0.348
Wilson Chandler,7,139.0,406.0,0.342
Wilson Chandler,9,110.0,326.0,0.337
Wilson Chandler,10,88.0,246.0,0.358
Wilson Chandler,11,59.0,158.0,0.373
Wilson Chandler,12,37.0,121.0,0.306
Josh Childress,0,13.0,56.0,0.232
Josh Childress,1,32.0,65.0,0.492
Josh Childress,2,26.0,77.0,0.338
Josh Childress,3,22.0,60.0,0.367
Chris Chiozza,1,27.0,72.0,0.375
Chris Chiozza,2,13.0,42.0,0.31
Chris Chiozza,3,17.0,53.0,0.321
Marquese Chriss,0,72.0,224.0,0.321
Marquese Chriss,1,56.0,190.0,0.295
Marquese Chriss,2,16.0,72.0,0.222
Marquese Chriss,3,8.0,39.0,0.205
Earl Clark,3,35.0,104.0,0.337
Earl Clark,4,41.0,122.0,0.336
Gary Clark,0,41.0,138.0,0.297
Gary Clark,1,39.0,111.0,0.351
Gary Clark,2,31.0,108.0,0.287
Gary Clark,3,28.0,70.0,0.4
Ian Clark,0,11.0,31.0,0.355
Ian Clark,1,10.0,30.0,0.333
Ian Clark,2,30.0,84.0,0.357
Ian Clark,3,61.0,163.0,0.374
Ian Clark,4,62.0,195.0,0.318
Ian Clark,5,66.0,202.0,0.327
Brandon Clarke,0,23.0,64.0,0.359
Brandon Clarke,1,20.0,77.0,0.26
Jordan Clarkson,0,38.0,121.0,0.314
Jordan Clarkson,1,111.0,320.0,0.347
Jordan Clarkson,2,117.0,356.0,0.329
Jordan Clarkson,3,112.0,318.0,0.352
Jordan Clarkson,4,144.0,445.0,0.324
Jordan Clarkson,5,152.0,413.0,0.368
Jordan Clarkson,6,208.0,599.0,0.347
Jordan Clarkson,7,190.0,597.0,0.318
Amir Coffey,1,23.0,56.0,0.411
Amir Coffey,2,96.0,254.0,0.378
Norris Cole,0,21.0,76.0,0.276
Norris Cole,1,35.0,98.0,0.357
Norris Cole,2,60.0,174.0,0.345
Norris Cole,3,55.0,176.0,0.313
Norris Cole,4,33.0,102.0,0.324
John Collins,0,16.0,47.0,0.34
John Collins,1,55.0,158.0,0.348
John Collins,2,59.0,147.0,0.401
John Collins,3,83.0,208.0,0.399
John Collins,4,64.0,176.0,0.364
Mardy Collins,0,13.0,47.0,0.277
Mardy Collins,1,8.0,32.0,0.25
Mardy Collins,2,13.0,31.0,0.419
Zach Collins,0,35.0,113.0,0.31
Zach Collins,1,40.0,121.0,0.331
Zach Collins,4,14.0,41.0,0.341
Darren Collison,0,46.0,115.0,0.4
Darren Collison,1,41.0,124.0,0.331
Darren Collison,2,34.0,94.0,0.362
Darren Collison,3,48.0,136.0,0.353
Darren Collison,4,71.0,189.0,0.376
Darren Collison,5,60.0,161.0,0.373
Darren Collison,6,87.0,217.0,0.401
Darren Collison,7,73.0,175.0,0.417
Darren Collison,8,96.0,205.0,0.468
Darren Collison,9,79.0,194.0,0.407
Mike Conley,0,30.0,91.0,0.33
Mike Conley,1,88.0,217.0,0.406
Mike Conley,2,82.0,212.0,0.387
Mike Conley,3,80.0,217.0,0.369
Mike Conley,4,60.0,159.0,0.377
Mike Conley,5,106.0,293.0,0.362
Mike Conley,6,105.0,291.0,0.361
Mike Conley,7,107.0,277.0,0.386
Mike Conley,8,78.0,215.0,0.363
Mike Conley,9,171.0,419.0,0.408
Mike Conley,10,24.0,77.0,0.312
Mike Conley,11,155.0,426.0,0.364
Mike Conley,12,96.0,256.0,0.375
Mike Conley,13,138.0,335.0,0.412
Mike Conley,14,169.0,414.0,0.408
Pat Connaughton,1,17.0,33.0,0.515
Pat Connaughton,2,74.0,210.0,0.352
Pat Connaughton,3,66.0,200.0,0.33
Pat Connaughton,4,55.0,166.0,0.331
Pat Connaughton,5,101.0,272.0,0.371
Pat Connaughton,6,146.0,370.0,0.395
Brian Cook,1,78.0,199.0,0.392
Brian Cook,2,36.0,84.0,0.429
Brian Cook,3,46.0,115.0,0.4
Brian Cook,4,43.0,115.0,0.374
Brian Cook,5,13.0,30.0,0.433
Brian Cook,7,34.0,79.0,0.43
Brian Cook,8,10.0,50.0,0.2
Daequan Cook,0,79.0,238.0,0.332
Daequan Cook,1,153.0,395.0,0.387
Daequan Cook,2,40.0,126.0,0.317
Daequan Cook,3,65.0,154.0,0.422
Daequan Cook,4,79.0,228.0,0.346
Daequan Cook,5,26.0,91.0,0.286
Quinn Cook,0,11.0,26.0,0.423
Quinn Cook,1,46.0,104.0,0.442
Quinn Cook,2,81.0,200.0,0.405
Quinn Cook,3,31.0,85.0,0.365
Quinn Cook,4,11.0,26.0,0.423
Chris Copeland,0,59.0,140.0,0.421
Chris Copeland,1,33.0,79.0,0.418
Chris Copeland,2,52.0,167.0,0.311
Chris Copeland,3,10.0,36.0,0.278
DeMarcus Cousins,5,70.0,210.0,0.333
DeMarcus Cousins,6,131.0,363.0,0.361
DeMarcus Cousins,7,104.0,294.0,0.354
DeMarcus Cousins,8,26.0,95.0,0.274
DeMarcus Cousins,10,47.0,135.0,0.348
DeMarcus Cousins,11,37.0,122.0,0.303
Robert Covington,1,167.0,446.0,0.374
Robert Covington,2,170.0,482.0,0.353
Robert Covington,3,137.0,412.0,0.333
Robert Covington,4,203.0,550.0,0.369
Robert Covington,5,85.0,225.0,0.378
Robert Covington,6,161.0,480.0,0.335
Robert Covington,7,135.0,356.0,0.379
Robert Covington,8,128.0,339.0,0.378
Allen Crabbe,1,30.0,85.0,0.353
Allen Crabbe,2,112.0,285.0,0.393
Allen Crabbe,3,134.0,302.0,0.444
Allen Crabbe,4,201.0,532.0,0.378
Allen Crabbe,5,98.0,259.0,0.378
Allen Crabbe,6,36.0,119.0,0.303
Torrey Craig,0,17.0,58.0,0.293
Torrey Craig,1,61.0,188.0,0.324
Torrey Craig,2,45.0,138.0,0.326
Torrey Craig,3,39.0,106.0,0.368
Torrey Craig,4,77.0,234.0,0.329
Jamal Crawford,0,41.0,117.0,0.35
Jamal Crawford,1,26.0,58.0,0.448
Jamal Crawford,2,86.0,242.0,0.355
Jamal Crawford,3,165.0,521.0,0.317
Jamal Crawford,4,185.0,512.0,0.361
Jamal Crawford,5,101.0,293.0,0.345
Jamal Crawford,6,103.0,322.0,0.32
Jamal Crawford,7,176.0,494.0,0.356
Jamal Crawford,8,142.0,394.0,0.36
Jamal Crawford,9,163.0,427.0,0.382
Jamal Crawford,10,119.0,349.0,0.341
Jamal Crawford,11,80.0,260.0,0.308
Jamal Crawford,12,149.0,396.0,0.376
Jamal Crawford,13,161.0,446.0,0.361
Jamal Crawford,14,119.0,364.0,0.327
Jamal Crawford,15,117.0,344.0,0.34
Jamal Crawford,16,116.0,322.0,0.36
Jamal Crawford,17,104.0,314.0,0.331
Jamal Crawford,18,67.0,202.0,0.332
Jordan Crawford,0,33.0,128.0,0.258
Jordan Crawford,1,79.0,273.0,0.289
Jordan Crawford,2,83.0,246.0,0.337
Jordan Crawford,3,90.0,285.0,0.316
Jordan Crawford,6,37.0,95.0,0.389
Jae Crowder,0,63.0,192.0,0.328
Jae Crowder,1,50.0,151.0,0.331
Jae Crowder,2,61.0,208.0,0.293
Jae Crowder,3,122.0,363.0,0.336
Jae Crowder,4,157.0,394.0,0.398
Jae Crowder,5,110.0,341.0,0.323
Jae Crowder,6,173.0,522.0,0.331
Jae Crowder,7,135.0,394.0,0.343
Jae Crowder,8,148.0,380.0,0.389
Jae Crowder,9,127.0,365.0,0.348
Jarrett Culver,0,66.0,221.0,0.299
Jarrett Culver,1,13.0,53.0,0.245
Jarrett Culver,2,12.0,47.0,0.255
Dante Cunningham,6,55.0,174.0,0.316
Dante Cunningham,7,71.0,181.0,0.392
Dante Cunningham,8,58.0,168.0,0.345
Dante Cunningham,9,30.0,65.0,0.462
Seth Curry,2,50.0,111.0,0.45
Seth Curry,3,137.0,322.0,0.425
Seth Curry,5,113.0,251.0,0.45
Seth Curry,6,145.0,321.0,0.452
Seth Curry,7,126.0,280.0,0.45
Seth Curry,8,158.0,374.0,0.422
Stephen Curry,0,166.0,380.0,0.437
Stephen Curry,1,151.0,342.0,0.442
Stephen Curry,2,55.0,121.0,0.455
Stephen Curry,3,272.0,600.0,0.453
Stephen Curry,4,261.0,615.0,0.424
Stephen Curry,5,286.0,646.0,0.443
Stephen Curry,6,402.0,886.0,0.454
Stephen Curry,7,324.0,789.0,0.411
Stephen Curry,8,212.0,501.0,0.423
Stephen Curry,9,354.0,810.0,0.437
Stephen Curry,10,12.0,49.0,0.245
Stephen Curry,11,337.0,801.0,0.421
Stephen Curry,12,285.0,750.0,0.38
Marquis Daniels,0,11.0,36.0,0.306
Marquis Daniels,1,7.0,35.0,0.2
Marquis Daniels,3,6.0,26.0,0.231
Marquis Daniels,4,27.0,102.0,0.265
Marquis Daniels,5,18.0,90.0,0.2
Marquis Daniels,6,6.0,28.0,0.214
Marquis Daniels,9,20.0,72.0,0.278
Troy Daniels,1,43.0,118.0,0.364
Troy Daniels,2,59.0,122.0,0.484
Troy Daniels,3,138.0,355.0,0.389
Troy Daniels,4,183.0,458.0,0.4
Troy Daniels,5,74.0,194.0,0.381
Troy Daniels,6,46.0,132.0,0.348
Gigi Datome,0,7.0,39.0,0.179
Gigi Datome,1,18.0,40.0,0.45
Anthony Davis,3,35.0,108.0,0.324
Anthony Davis,4,40.0,134.0,0.299
Anthony Davis,5,55.0,162.0,0.34
Anthony Davis,6,48.0,145.0,0.331
Anthony Davis,7,72.0,218.0,0.33
Anthony Davis,8,26.0,100.0,0.26
Anthony Davis,9,13.0,70.0,0.186
Baron Davis,0,25.0,111.0,0.225
Baron Davis,1,85.0,274.0,0.31
Baron Davis,2,170.0,478.0,0.356
Baron Davis,3,99.0,283.0,0.35
Baron Davis,4,187.0,582.0,0.321
Baron Davis,5,118.0,354.0,0.333
Baron Davis,6,102.0,324.0,0.315
Baron Davis,7,85.0,280.0,0.304
Baron Davis,8,173.0,525.0,0.33
Baron Davis,9,99.0,328.0,0.302
Baron Davis,10,82.0,296.0,0.277
Baron Davis,11,81.0,239.0,0.339
Baron Davis,12,26.0,85.0,0.306
Terence Davis,0,94.0,242.0,0.388
Terence Davis,1,98.0,267.0,0.367
Terence Davis,2,49.0,149.0,0.329
Austin Daye,0,29.0,95.0,0.305
Austin Daye,1,69.0,172.0,0.401
Austin Daye,2,13.0,62.0,0.21
Austin Daye,3,41.0,98.0,0.418
Austin Daye,4,12.0,37.0,0.324
Austin Daye,5,24.0,71.0,0.338
Nando De Colo,0,31.0,82.0,0.378
Nando De Colo,1,18.0,53.0,0.34
DeMar DeRozan,1,5.0,52.0,0.096
DeMar DeRozan,2,24.0,92.0,0.261
DeMar DeRozan,3,34.0,120.0,0.283
DeMar DeRozan,4,64.0,210.0,0.305
DeMar DeRozan,5,25.0,88.0,0.284
DeMar DeRozan,6,47.0,139.0,0.338
DeMar DeRozan,7,33.0,124.0,0.266
DeMar DeRozan,8,89.0,287.0,0.31
DeMar DeRozan,9,7.0,45.0,0.156
DeMar DeRozan,10,9.0,35.0,0.257
DeMar DeRozan,11,19.0,74.0,0.257
DeMar DeRozan,12,50.0,142.0,0.352
Dewayne Dedmon,4,50.0,141.0,0.355
Dewayne Dedmon,5,83.0,217.0,0.382
Dewayne Dedmon,6,22.0,107.0,0.206
Dewayne Dedmon,8,19.0,47.0,0.404
Sam Dekker,1,60.0,187.0,0.321
Sam Dekker,2,10.0,60.0,0.167
Sam Dekker,3,19.0,62.0,0.306
Malcolm Delaney,0,26.0,110.0,0.236
Malcolm Delaney,1,46.0,124.0,0.371
Carlos Delfino,0,9.0,35.0,0.257
Carlos Delfino,1,20.0,60.0,0.333
Carlos Delfino,2,46.0,138.0,0.333
Carlos Delfino,3,120.0,314.0,0.382
Carlos Delfino,5,134.0,365.0,0.367
Carlos Delfino,6,105.0,284.0,0.37
Carlos Delfino,7,86.0,239.0,0.36
Carlos Delfino,8,158.0,421.0,0.375
Matthew Dellavedova,0,57.0,155.0,0.368
Matthew Dellavedova,1,68.0,167.0,0.407
Matthew Dellavedova,2,98.0,239.0,0.41
Matthew Dellavedova,3,79.0,215.0,0.367
Matthew Dellavedova,4,29.0,78.0,0.372
Matthew Dellavedova,5,44.0,130.0,0.338
Matthew Dellavedova,6,21.0,91.0,0.231
Luol Deng,0,31.0,117.0,0.265
Luol Deng,1,21.0,78.0,0.269
Luol Deng,5,32.0,83.0,0.386
Luol Deng,6,115.0,333.0,0.345
Luol Deng,7,79.0,215.0,0.367
Luol Deng,8,75.0,233.0,0.322
Luol Deng,9,57.0,189.0,0.302
Luol Deng,10,78.0,220.0,0.355
Luol Deng,11,88.0,256.0,0.344
Luol Deng,12,51.0,165.0,0.309
Luol Deng,14,14.0,44.0,0.318
Donte DiVincenzo,0,22.0,83.0,0.265
Donte DiVincenzo,1,83.0,247.0,0.336
Donte DiVincenzo,2,131.0,346.0,0.379
Donte DiVincenzo,3,74.0,218.0,0.339
Hamidou Diallo,1,16.0,57.0,0.281
Hamidou Diallo,2,28.0,82.0,0.341
Hamidou Diallo,3,23.0,93.0,0.247
Boris Diaw,0,6.0,26.0,0.231
Boris Diaw,1,9.0,50.0,0.18
Boris Diaw,2,8.0,30.0,0.267
Boris Diaw,3,15.0,45.0,0.333
Boris Diaw,4,13.0,41.0,0.317
Boris Diaw,5,75.0,181.0,0.414
Boris Diaw,6,66.0,206.0,0.32
Boris Diaw,7,78.0,226.0,0.345
Boris Diaw,8,31.0,99.0,0.313
Boris Diaw,9,30.0,78.0,0.385
Boris Diaw,10,45.0,112.0,0.402
Boris Diaw,11,54.0,169.0,0.32
Boris Diaw,12,25.0,69.0,0.362
Boris Diaw,13,20.0,81.0,0.247
Yakhouba Diawara,0,49.0,170.0,0.288
Yakhouba Diawara,1,21.0,66.0,0.318
Yakhouba Diawara,2,51.0,163.0,0.313
Travis Diener,0,25.0,57.0,0.439
Travis Diener,1,18.0,50.0,0.36
Travis Diener,2,74.0,233.0,0.318
Travis Diener,3,46.0,118.0,0.39
Gorgui Dieng,3,16.0,43.0,0.372
Gorgui Dieng,4,19.0,61.0,0.311
Gorgui Dieng,5,19.0,56.0,0.339
Gorgui Dieng,6,54.0,152.0,0.355
Gorgui Dieng,7,30.0,70.0,0.429
Gorgui Dieng,8,29.0,68.0,0.426
Spencer Dinwiddie,0,12.0,65.0,0.185
Spencer Dinwiddie,2,38.0,101.0,0.376
Spencer Dinwiddie,3,141.0,433.0,0.326
Spencer Dinwiddie,4,124.0,370.0,0.335
Spencer Dinwiddie,5,123.0,400.0,0.308
Spencer Dinwiddie,7,112.0,330.0,0.339
Luka Dončić,0,168.0,514.0,0.327
Luka Dončić,1,171.0,541.0,0.316
Luka Dončić,2,192.0,548.0,0.35
Luka Dončić,3,201.0,569.0,0.353
Keyon Dooling,0,28.0,80.0,0.35
Keyon Dooling,2,50.0,139.0,0.36
Keyon Dooling,3,8.0,46.0,0.174
Keyon Dooling,4,19.0,75.0,0.253
Keyon Dooling,5,13.0,43.0,0.302
Keyon Dooling,6,31.0,96.0,0.323
Keyon Dooling,7,22.0,65.0,0.338
Keyon Dooling,8,99.0,235.0,0.421
Keyon Dooling,9,59.0,157.0,0.376
Keyon Dooling,10,81.0,234.0,0.346
Keyon Dooling,11,27.0,81.0,0.333
Tyler Dorsey,0,72.0,199.0,0.362
Tyler Dorsey,1,44.0,132.0,0.333
Luguentz Dort,0,30.0,101.0,0.297
Luguentz Dort,1,113.0,329.0,0.343
Luguentz Dort,2,130.0,391.0,0.332
Damyean Dotson,0,22.0,68.0,0.324
Damyean Dotson,1,126.0,342.0,0.368
Damyean Dotson,2,59.0,163.0,0.362
Damyean Dotson,3,46.0,159.0,0.289
Toney Douglas,0,68.0,175.0,0.389
Toney Douglas,1,143.0,383.0,0.373
Toney Douglas,2,27.0,117.0,0.231
Toney Douglas,3,82.0,216.0,0.38
Toney Douglas,4,31.0,102.0,0.304
Toney Douglas,6,81.0,203.0,0.399
Toney Douglas,7,7.0,42.0,0.167
Chris Douglas-Roberts,1,14.0,54.0,0.259
Chris Douglas-Roberts,2,15.0,46.0,0.326
Chris Douglas-Roberts,5,51.0,132.0,0.386
Sekou Doumbouya,0,28.0,98.0,0.286
Sekou Doumbouya,1,26.0,115.0,0.226
PJ Dozier,2,17.0,49.0,0.347
PJ Dozier,3,47.0,149.0,0.315
PJ Dozier,4,15.0,48.0,0.313
Goran Dragić,0,20.0,54.0,0.37
